CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,82110000,82210000,82220000,82440000,82990000,51410000,54110000,54210000,54310000,54510000,54610000,92240000,92210000,79990000
5590171,171,559,Windsor,B,35559,35,Ontario,8,0,0,0,0,0,3,0,0,0,0,0,0,1
5350528.25,528.25,535,Toronto,B,35535,35,Ontario,5,0,0,0,2,0,4,0,0,0,1,0,0,0
5350088,88,535,Toronto,B,35535,35,Ontario,0,4,0,0,4,0,3,0,0,0,2,0,0,2
9150102.04,102.04,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,3,0,0,0,2,0,2,0,0,1,0,1,0,2
8350010,10,835,Edmonton,B,48835,48,Alberta,9,0,0,0,0,0,0,0,0,0,0,0,0,3
5350810.02,810.02,535,Toronto,B,35535,35,Ontario,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5390006,6,539,St. Catharines - Niagara,B,35539,35,Ontario,2,0,0,0,0,0,0,0,0,0,0,0,0,1
5500010.01,10.01,550,Guelph,B,35550,35,Ontario,2,0,0,0,1,0,1,0,0,0,0,0,0,1
4620887.05,887.05,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,2,0,0,0,0,0,0,1
8250077.13,77.13,825,Calgary,B,48825,48,Alberta,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5350576.47,576.47,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4620240,240,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,0,0,6,1,1,0,0,0,1,0
4620887.04,887.04,462,Montréal,B,24462,24,Quebec / Québec,2,1,0,0,6,0,1,2,0,0,1,0,0,0
9320012.01,12.01,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7250015,15,725,Saskatoon,B,47725,47,Saskatchewan,2,7,0,0,9,0,1,0,0,0,0,0,0,8
8300011,11,830,Red Deer,K,48830,48,Alberta,7,0,0,0,1,0,0,0,0,0,0,0,0,1
8250024,24,825,Calgary,B,48825,48,Alberta,1,1,0,0,4,0,4,0,0,0,1,1,0,1
4620235,235,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,2,0,0,0,1,0,0,0
5590174,174,559,Windsor,B,35559,35,Ontario,13,0,0,0,3,0,6,2,0,0,0,2,1,4
4330019.02,19.02,433,Sherbrooke,B,24433,24,Quebec / Québec,3,1,0,0,2,0,1,0,0,0,1,0,0,0
9330059.11,59.11,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,18,0,5,110,0,18,0,1,0,6,1,5,19
4620046,46,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,5,0,0,0,0,0,0,0
5500001.07,1.07,550,Guelph,B,35550,35,Ontario,5,0,0,0,5,0,2,0,0,0,1,0,0,2
8350120.02,120.02,835,Edmonton,B,48835,48,Alberta,12,0,0,0,2,0,3,0,0,0,0,0,0,9
5350110,110,535,Toronto,B,35535,35,Ontario,2,0,0,0,4,0,6,1,0,0,1,0,0,2
8250038.12,38.12,825,Calgary,B,48825,48,Alberta,4,3,0,0,6,0,1,0,0,0,0,0,0,2
5350521.05,521.05,535,Toronto,B,35535,35,Ontario,0,1,0,0,12,0,11,1,0,0,6,0,0,1
3050014.03,14.03,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,3,0,1,0,0,0,0,0,0,0
4620127.02,127.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080004,4,408,Saguenay,B,24408,24,Quebec / Québec,7,5,1,0,3,0,4,0,0,0,1,1,5,3
5350331.01,331.01,535,Toronto,B,35535,35,Ontario,1,1,0,0,1,0,2,0,0,0,0,0,0,0
2050016,16,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350400.14,400.14,535,Toronto,B,35535,35,Ontario,2,0,0,0,3,0,7,0,0,0,1,0,0,0
3050003.03,3.03,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,3,0,0,0,0,0,1,0,0,0,0,0,0,2
5370054,54,537,Hamilton,B,35537,35,Ontario,1,1,0,0,0,0,1,0,0,0,1,1,0,0
8250038.05,38.05,825,Calgary,B,48825,48,Alberta,5,0,0,0,0,0,2,0,0,0,0,0,0,0
5350136.02,136.02,535,Toronto,B,35535,35,Ontario,8,3,0,0,19,0,7,0,0,0,2,0,0,5
4620632.03,632.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,2,0,0,0,1,0,0,3
4620734.04,734.04,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,3,0,0,0,0,1,0,0
7250013.02,13.02,725,Saskatoon,B,47725,47,Saskatchewan,2,4,0,0,1,0,1,0,0,0,0,1,0,6
5370219,219,537,Hamilton,B,35537,35,Ontario,2,0,0,0,2,0,0,0,0,0,0,0,0,1
8250032,32,825,Calgary,B,48825,48,Alberta,12,1,0,1,0,2,13,3,0,0,0,1,0,4
4620302,302,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,8,0,0,0,2,0,1,0
5550008,8,555,London,B,35555,35,Ontario,11,0,0,0,1,0,2,0,0,0,0,0,0,2
4620033,33,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,3,0,0,0,0,0,0,0
6020039,39,602,Winnipeg,B,46602,46,Manitoba,7,1,0,0,1,0,4,0,0,0,0,0,0,5
4620687.03,687.03,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,4,0,0,0,0,0,0,1
9300031,31,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,2,0,0,0,0,1,0,6
5370041,41,537,Hamilton,B,35537,35,Ontario,1,0,0,0,5,0,2,1,0,0,0,1,0,0
5350401.06,401.06,535,Toronto,B,35535,35,Ontario,3,0,0,0,1,0,0,0,0,0,0,0,0,1
8300015,15,830,Red Deer,K,48830,48,Alberta,2,0,0,0,7,0,10,2,0,0,1,0,0,6
5410002.06,2.06,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,2,0,0,0,1,0,2,0,0,0,0,0,0,0
5050131.02,131.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,7,0,0,0,1,0,0,0,0,0,0,0,0,1
5550004.01,4.01,555,London,B,35555,35,Ontario,1,1,0,0,2,0,3,1,0,0,0,0,0,0
5370004.01,4.01,537,Hamilton,B,35537,35,Ontario,2,3,0,0,4,0,0,0,0,0,0,0,0,2
9330018.01,18.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,2,1,3,3,2,0,4,1,1,0
4210040.04,40.04,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,2,0,6,0,0,0,0,0,1,4
4620190.02,190.02,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,0,0,1,0,0,0,0,0,0,0
5050850,850,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,4,0,0,0,0,0,4,0,0,0,0,5,0,5
4620857.02,857.02,462,Montréal,B,24462,24,Quebec / Québec,5,1,0,0,1,0,1,0,0,0,0,0,0,0
9330260.08,260.08,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5550050.02,50.02,555,London,B,35555,35,Ontario,3,1,0,0,2,0,3,0,0,0,1,0,0,1
4620148,148,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,5,0,2,0,0,0,2,0,0,2
6020100.05,100.05,602,Winnipeg,B,46602,46,Manitoba,8,0,0,0,2,0,0,0,0,0,2,0,0,3
8250001.23,1.23,825,Calgary,B,48825,48,Alberta,6,3,0,0,0,0,0,0,0,0,0,0,0,0
4620417.01,417.01,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,5,0,9,0,1,0,0,0,0,1
5350562.15,562.15,535,Toronto,B,35535,35,Ontario,4,0,0,0,1,0,0,0,0,0,0,0,0,0
4620826.02,826.02,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,3,1,0,0,1,0,0,0
3100015,15,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,1,0,2,0,0,0,0,0,0,0
4620900,900,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,9,0,6,1,0,0,0,0,0,2
4620685.03,685.03,462,Montréal,B,24462,24,Quebec / Québec,5,0,0,0,9,0,5,0,0,0,1,0,0,2
4620356,356,462,Montréal,B,24462,24,Quebec / Québec,9,1,0,0,0,0,1,0,0,0,0,0,0,0
7050100.04,100.04,705,Regina,B,47705,47,Saskatchewan,2,2,0,0,0,0,2,1,0,0,1,0,0,1
9330231,231,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,2,0,0,0,0,0,0,2
4620086,86,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,0,0,4,0,0,0,0,0,0,0
5350400.07,400.07,535,Toronto,B,35535,35,Ontario,6,2,0,0,7,0,0,0,0,0,3,1,0,2
5680004.05,4.05,568,Barrie,B,35568,35,Ontario,5,0,0,0,2,0,0,1,0,0,0,1,0,0
5350185.01,185.01,535,Toronto,B,35535,35,Ontario,3,4,0,0,5,0,5,0,1,0,2,0,0,2
8350121.08,121.08,835,Edmonton,B,48835,48,Alberta,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6020500.04,500.04,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,2,0,1,0,0,0,2,1,0,0
5350621,621,535,Toronto,B,35535,35,Ontario,14,0,0,0,16,0,7,0,0,0,1,0,0,0
4620204,204,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,3,0,1,0,0,0,0,0
9320104,104,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,4,0,0,0,3,0,3,0,0,0,0,0,0,2
5350134,134,535,Toronto,B,35535,35,Ontario,1,1,0,0,2,0,0,0,2,0,1,0,0,1
5350263.04,263.04,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5350340,340,535,Toronto,B,35535,35,Ontario,1,1,0,0,1,0,1,0,0,0,1,0,0,0
9330056.02,56.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,4,0,0,0,3,0,6,0,3,1,7,0,0,2
5370027,27,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5950020,20,595,Thunder Bay,B,35595,35,Ontario,4,0,0,0,1,0,0,0,0,0,0,0,1,1
5350804.01,804.01,535,Toronto,B,35535,35,Ontario,3,0,0,0,6,0,0,0,0,0,0,0,0,0
4210845.02,845.02,421,Québec,B,24421,24,Quebec / Québec,2,0,0,0,1,0,3,1,0,0,0,2,0,1
9330170.08,170.08,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,2,0,0,3,0,3,0,2,0,0,1,1,4
8350164.01,164.01,835,Edmonton,B,48835,48,Alberta,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4620395.01,395.01,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,5,0,2,0,0,0,0,0,0,3
5350612.05,612.05,535,Toronto,B,35535,35,Ontario,2,0,0,0,13,1,2,0,1,0,1,0,0,2
5350528.35,528.35,535,Toronto,B,35535,35,Ontario,7,2,0,0,16,8,6,0,0,3,9,3,4,12
5350562.05,562.05,535,Toronto,B,35535,35,Ontario,5,0,0,0,0,0,0,0,0,0,0,0,0,1
5370018,18,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5590017,17,559,Windsor,B,35559,35,Ontario,0,0,0,0,3,0,4,0,0,0,1,0,0,2
9330023,23,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,0,1,0,2,0,0,0,1,1,0,2
5350377.03,377.03,535,Toronto,B,35535,35,Ontario,3,3,0,0,0,0,0,0,0,0,0,0,0,0
5350378.11,378.11,535,Toronto,B,35535,35,Ontario,1,1,0,0,0,0,3,0,0,0,0,0,0,0
5350612.08,612.08,535,Toronto,B,35535,35,Ontario,1,0,0,0,6,1,2,0,1,0,0,0,0,1
5350516.25,516.25,535,Toronto,B,35535,35,Ontario,2,0,0,0,5,2,3,0,1,1,0,0,0,6
5350411.2,411.2,535,Toronto,B,35535,35,Ontario,16,1,0,0,5,0,4,0,0,0,1,0,0,2
5350304.03,304.03,535,Toronto,B,35535,35,Ontario,3,0,0,0,2,0,0,0,0,0,0,0,0,0
9350151.02,151.02,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,11,1,0,0,8,1,2,0,0,0,2,0,1,9
9330047.02,47.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,2,0,2,0,0,0,1,0,0,4
4620614,614,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,7,0,0,0,0,0,0,0
5350576.1,576.1,535,Toronto,B,35535,35,Ontario,7,0,0,0,0,0,1,0,0,0,1,0,0,0
4210038.01,38.01,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,0,0,4,0,0,0,0,0,0,0
4620200,200,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,1,0,6,1,0,0,0,0,0,1
4620263,263,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,2,0,2,1,2,0,2,0,0,0
5550027.06,27.06,555,London,B,35555,35,Ontario,3,1,0,0,0,0,0,0,0,0,0,1,0,0
8350090.02,90.02,835,Edmonton,B,48835,48,Alberta,6,0,0,0,0,0,0,0,0,0,0,0,0,1
5390111,111,539,St. Catharines - Niagara,B,35539,35,Ontario,4,0,0,0,0,0,0,0,1,0,2,0,0,8
4620101.02,101.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,2,0,1,0,0,0,0,0
5350412.13,412.13,535,Toronto,B,35535,35,Ontario,5,0,0,0,6,1,8,1,2,0,5,1,0,7
10202.04,202.04,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,0,0,0,5,0,3,0,0,0,0,0,0,4
4620440,440,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330181.09,181.09,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,3,0,0,1,0,0,0,0,0,2,0,0,2
5430110.02,110.02,543,Brantford,B,35543,35,Ontario,3,0,0,0,1,0,0,0,0,0,1,2,0,1
5350620.02,620.02,535,Toronto,B,35535,35,Ontario,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6020160,160,602,Winnipeg,B,46602,46,Manitoba,3,0,0,0,1,0,1,0,0,0,0,0,1,3
4620659.05,659.05,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,5,0,0,0,0,0,0,0
5430007,7,543,Brantford,B,35543,35,Ontario,2,0,0,0,0,0,0,0,1,0,1,0,0,0
5050504.01,504.01,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,2,4,0,0,6,0,3,0,0,0,1,0,1,0
2050132.04,132.04,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,4,0,0,0,0,0,0,0,0,0,0,1,0,0
5290201,201,529,Peterborough,B,35529,35,Ontario,4,0,0,0,4,0,3,0,0,0,0,1,0,3
5390003.01,3.01,539,St. Catharines - Niagara,B,35539,35,Ontario,7,0,0,0,1,0,3,1,0,0,0,0,0,1
4470001.02,1.02,447,Drummondville,K,24447,24,Quebec / Québec,0,0,0,0,0,1,1,0,0,0,1,0,0,0
8350090.11,90.11,835,Edmonton,B,48835,48,Alberta,4,0,0,0,1,0,2,0,0,0,0,0,0,0
4620853.03,853.03,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,6,0,0,0,0,0,0,0
2050123.06,123.06,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5370065,65,537,Hamilton,B,35537,35,Ontario,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5350575.01,575.01,535,Toronto,B,35535,35,Ontario,4,2,0,0,2,0,2,0,0,0,0,1,0,1
5350483.02,483.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3100100.02,100.02,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,0,0,2,0,0,0,0,0,0,24
4620185,185,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,9,0,0,0,0,0,0,0
8250057,57,825,Calgary,B,48825,48,Alberta,8,7,0,0,10,0,1,0,0,1,2,1,0,7
5350592.01,592.01,535,Toronto,B,35535,35,Ontario,12,3,0,0,14,2,9,0,0,0,3,1,1,13
8350006.18,6.18,835,Edmonton,B,48835,48,Alberta,2,0,0,0,2,0,0,0,0,0,0,0,0,1
4620320,320,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,4,0,0,0,0,0,0,0
3050007,7,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,5,0,0,0,7,0,3,1,0,0,0,1,0,6
5220200,200,522,Belleville,K,35522,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5350056,56,535,Toronto,B,35535,35,Ontario,7,5,0,0,3,0,2,3,1,0,3,0,0,3
5050141.12,141.12,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,8,0,0,0,7,0,4,0,0,0,0,0,0,4
9330287.1,287.1,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4620268.03,268.03,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,1,3,3,1,7,0,6,0,0,2
4620852.01,852.01,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,1,0,0,0,0,0,0,4
4620182,182,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,2,0,1,0,2,0,0,0
4620322.04,322.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7050022.01,22.01,705,Regina,B,47705,47,Saskatchewan,0,2,0,0,0,0,0,0,0,0,0,0,25,1
4620167,167,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,2,0,0,0,0,0,0,1
5350225.01,225.01,535,Toronto,B,35535,35,Ontario,2,0,0,0,5,0,5,0,0,0,5,0,0,2
5290013,13,529,Peterborough,B,35529,35,Ontario,5,0,0,0,1,0,2,0,0,0,1,0,0,2
6020006,6,602,Winnipeg,B,46602,46,Manitoba,5,0,0,0,3,0,2,1,0,0,2,0,0,2
9330222.01,222.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,7,0,0,0,1,0,3,0,0,0,1,0,0,0
8250033.02,33.02,825,Calgary,B,48825,48,Alberta,7,1,0,0,1,3,3,0,0,0,1,2,1,2
4620603.03,603.03,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,2,0,0,0,1,0,0,0
5350080.02,80.02,535,Toronto,B,35535,35,Ontario,1,1,0,0,1,0,7,0,2,0,1,0,0,1
5350804.05,804.05,535,Toronto,B,35535,35,Ontario,4,0,0,0,3,0,3,0,0,0,2,0,0,0
9150006,6,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,4,0,0,0,2,0,1,0,0,0,1,0,0,0
5390334.02,334.02,539,St. Catharines - Niagara,B,35539,35,Ontario,16,1,0,0,13,0,3,0,2,1,1,0,0,13
9330017.01,17.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,2,0,1,0,1,1,0,0,0,1
4620125,125,462,Montréal,B,24462,24,Quebec / Québec,4,3,0,0,4,0,0,0,0,1,1,0,0,0
5370208,208,537,Hamilton,B,35537,35,Ontario,5,0,0,0,2,0,1,0,0,0,0,1,0,1
5350363.07,363.07,535,Toronto,B,35535,35,Ontario,13,6,0,0,10,0,2,0,0,1,2,0,0,1
4620303,303,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4620355,355,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5390323,323,539,St. Catharines - Niagara,B,35539,35,Ontario,2,0,0,0,0,0,1,1,0,0,0,0,0,1
4620066.01,66.01,462,Montréal,B,24462,24,Quebec / Québec,1,6,0,0,2,3,2,0,1,0,1,0,8,1
5050171.06,171.06,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,3,0,0,0,2,0,1,0,0,0,0,1,0,5
5370067,67,537,Hamilton,B,35537,35,Ontario,1,0,0,0,1,0,2,0,0,0,0,1,0,1
8350011,11,835,Edmonton,B,48835,48,Alberta,6,1,0,0,1,0,1,0,0,0,1,1,0,0
5050184,184,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,9,0,0,0,3,0,4,0,0,0,0,1,1,4
4620385,385,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620758.06,758.06,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,2,1,0,0,0,1,0,4
2050151,151,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,4,0,0,0,2,0,2,0,0,0,0,0,0,2
5050132,132,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,3,0,0,0,1,0,6,1,0,0,1,0,0,4
4330110.03,110.03,433,Sherbrooke,B,24433,24,Quebec / Québec,4,0,0,0,0,0,1,0,0,0,0,0,0,0
5350634.01,634.01,535,Toronto,B,35535,35,Ontario,6,0,0,0,1,0,5,0,1,0,1,0,0,0
2050011,11,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,5,1,0,0,11,1,7,0,0,0,0,0,0,4
4620309,309,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,2,0,0,0,0,0,0,1
5350271.01,271.01,535,Toronto,B,35535,35,Ontario,4,1,0,0,2,0,2,0,0,0,1,2,0,3
8250062,62,825,Calgary,B,48825,48,Alberta,4,2,0,0,7,0,6,0,0,0,5,0,0,2
5050125.03,125.03,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,7,0,0,0,0,0,0,0,0,0,0,2,4,2
4620789,789,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,0,0,3,0,0,0,0,0,1,1
5320203.03,203.03,532,Oshawa,B,35532,35,Ontario,11,0,0,0,10,0,4,0,2,0,3,0,0,4
5430002.01,2.01,543,Brantford,B,35543,35,Ontario,7,2,0,0,2,0,3,0,1,0,1,0,0,4
5050124.03,124.03,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,2,0,0,0,0,0,0,2,0,1
5800015,15,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,4,0,0,0,2,0,6,1,0,0,2,0,0,1
5350364.02,364.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5350304.06,304.06,535,Toronto,B,35535,35,Ontario,3,1,0,0,0,0,0,0,0,0,0,0,0,0
4620705.02,705.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,3,0,7,0,0,0,1,0,0,2
5370062,62,537,Hamilton,B,35537,35,Ontario,1,0,0,0,0,0,2,0,0,0,1,0,0,1
7250020,20,725,Saskatoon,B,47725,47,Saskatchewan,2,6,0,1,6,0,3,0,0,0,3,0,3,9
8350006.01,6.01,835,Edmonton,B,48835,48,Alberta,2,0,0,0,4,3,4,0,0,0,0,2,1,5
8250002.21,2.21,825,Calgary,B,48825,48,Alberta,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4620209,209,462,Montréal,B,24462,24,Quebec / Québec,1,1,0,0,6,0,7,0,1,0,2,0,0,5
9330181.06,181.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,2,0,0,0,1,0,0,0,0,2
4620682.05,682.05,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4330111.05,111.05,433,Sherbrooke,B,24433,24,Quebec / Québec,1,0,0,0,0,0,2,0,0,0,0,0,0,0
5410011,11,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,8,0,0,0,8,0,2,0,0,0,2,0,0,3
5350294.01,294.01,535,Toronto,B,35535,35,Ontario,1,1,0,0,1,0,0,0,0,0,0,0,0,0
5210101,101,521,Kingston,B,35521,35,Ontario,6,0,0,0,0,0,0,1,0,0,0,0,1,3
5350291.02,291.02,535,Toronto,B,35535,35,Ontario,6,2,0,0,1,0,1,0,0,0,0,0,0,1
5050044,44,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,5,0,0,0,4,0,0,0,1,0,1,0,0,1
5350805.13,805.13,535,Toronto,B,35535,35,Ontario,9,0,0,0,1,0,0,0,0,0,0,0,0,0
4620098,98,462,Montréal,B,24462,24,Quebec / Québec,5,3,0,0,3,0,2,0,0,0,4,0,0,0
4330400.03,400.03,433,Sherbrooke,B,24433,24,Quebec / Québec,11,0,0,0,8,0,7,2,0,0,1,0,0,3
4210024,24,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,1,0,1,0,2,2,8,0
5350440,440,535,Toronto,B,35535,35,Ontario,13,1,0,0,10,0,4,4,0,1,3,4,0,5
5350612.01,612.01,535,Toronto,B,35535,35,Ontario,1,0,0,0,1,0,3,0,0,0,0,0,0,1
5390308,308,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9330226.02,226.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9150001,1,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,3,0,0,0,1,0,2,0,0,0,0,0,0,0
5370081,81,537,Hamilton,B,35537,35,Ontario,3,0,0,0,8,0,10,1,0,0,3,0,0,3
9350150.01,150.01,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,5,0,0,1,2,0,1,0,0,0,0,1,0,0
5900013,13,590,Sault Ste. Marie,K,35590,35,Ontario,2,0,0,0,0,0,3,0,0,0,1,0,0,0
5050032.02,32.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,7,0,0,0,3,0,1,0,0,0,2,0,0,0
4620676.04,676.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,2,1,0,1,0,0,0
9330224.02,224.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,1,5,2,1,0,0,0,0,1
9700008,8,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,1,0,0,0,1,0,1,0,0,0,0,0,0,3
5050017,17,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,2,0,1,0,0,0,2,0,0,4
4620085,85,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,3,0,1,0,0,0,1,1
4620710.06,710.06,462,Montréal,B,24462,24,Quebec / Québec,4,1,0,0,2,0,0,0,0,1,0,2,1,4
9320003,3,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,2,0,0,0,3,0,2,0,0,0,0,0,0,1
6020102.01,102.01,602,Winnipeg,B,46602,46,Manitoba,7,0,0,0,5,0,0,2,0,0,3,0,0,3
