CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,82110000,82210000,82220000,82440000,82990000,51410000,54110000,54210000,54310000,54510000,54610000,92240000,92210000,79990000
4620860.01,860.01,462,Montréal,B,24462,24,Quebec / Québec,3,1,0,0,1,0,0,0,0,0,1,2,0,0
5350021,21,535,Toronto,B,35535,35,Ontario,1,1,0,0,11,0,3,0,0,0,2,1,0,5
9330133.01,133.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,0,0,0,1,0,2,0,0,0,0,1,0,1
6020101.01,101.01,602,Winnipeg,B,46602,46,Manitoba,9,0,0,0,1,0,1,0,0,0,0,0,0,3
5370057,57,537,Hamilton,B,35537,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2050130.04,130.04,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,2,0,0,0,2,0,0,0,0,0,0,2,0,2
8350101.02,101.02,835,Edmonton,B,48835,48,Alberta,5,1,0,0,9,1,3,1,0,0,2,1,0,5
5350570.02,570.02,535,Toronto,B,35535,35,Ontario,9,1,0,0,3,1,1,0,0,0,0,0,0,1
5680012.02,12.02,568,Barrie,B,35568,35,Ontario,1,0,0,0,6,0,3,1,0,0,1,0,0,2
8250001.02,1.02,825,Calgary,B,48825,48,Alberta,4,2,0,0,12,0,1,1,0,0,4,0,0,3
8250037,37,825,Calgary,B,48825,48,Alberta,7,4,0,0,2,0,8,1,0,0,2,0,0,1
8100018,18,810,Lethbridge,K,48810,48,Alberta,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9150104,104,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,2,0,0,0,1,1,0,13
4620605.03,605.03,462,Montréal,B,24462,24,Quebec / Québec,0,1,0,0,0,1,4,1,0,0,2,1,0,2
5390320,320,539,St. Catharines - Niagara,B,35539,35,Ontario,9,0,0,0,1,0,3,1,0,0,0,0,0,1
5220012,12,522,Belleville,K,35522,35,Ontario,7,1,0,0,2,1,3,0,0,0,0,0,0,2
5550002.04,2.04,555,London,B,35555,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210320.07,320.07,421,Québec,B,24421,24,Quebec / Québec,2,0,0,0,1,0,1,0,0,0,0,0,0,0
4500007,7,450,Granby,K,24450,24,Quebec / Québec,0,0,0,0,5,0,4,1,0,0,0,0,0,1
5050140.03,140.03,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,2,0,0,0,0,0,0,0,0,1
5370043,43,537,Hamilton,B,35537,35,Ontario,11,1,0,0,4,0,2,0,0,0,0,1,0,1
9330234,234,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,8,0,0,0,0,0,1,0,1,0,1,0,1,1
5350401.07,401.07,535,Toronto,B,35535,35,Ontario,5,1,0,0,17,1,2,0,0,0,1,0,0,6
6020537.03,537.03,602,Winnipeg,B,46602,46,Manitoba,6,0,0,0,1,0,1,1,0,0,0,0,1,3
4620751.01,751.01,462,Montréal,B,24462,24,Quebec / Québec,4,1,0,0,0,0,3,0,0,0,0,0,0,0
5290200,200,529,Peterborough,B,35529,35,Ontario,3,0,0,0,1,0,0,0,0,0,0,1,0,3
5350410.14,410.14,535,Toronto,B,35535,35,Ontario,6,0,0,0,2,0,1,0,0,0,0,1,0,2
5350412.22,412.22,535,Toronto,B,35535,35,Ontario,4,0,0,0,0,0,1,0,0,0,1,0,0,1
5350117,117,535,Toronto,B,35535,35,Ontario,2,2,0,0,1,0,0,0,0,0,0,0,0,1
10016.02,16.02,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,5,0,0,0,2,0,3,0,0,0,0,0,0,3
5370025,25,537,Hamilton,B,35537,35,Ontario,2,1,0,0,0,0,0,0,0,0,0,0,0,1
5550020.02,20.02,555,London,B,35555,35,Ontario,0,0,0,0,2,1,2,0,0,0,1,1,0,4
5350211,211,535,Toronto,B,35535,35,Ontario,3,0,0,0,2,0,4,0,2,0,1,1,0,1
9330102,102,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,19,1,0,0,6,0,9,1,2,0,2,0,0,4
9330504.09,504.09,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5800017.02,17.02,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,3,0,0,0,1,0,2,0,0,0,0,0,0,0
5370223.07,223.07,537,Hamilton,B,35537,35,Ontario,3,0,0,0,3,0,1,0,0,0,1,0,0,0
4620225,225,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,0,2,2,0,1,0,1,0,0,2
2050110,110,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,2,0,0,0,4,0,1,0,0,0,0,2,0,1
10003.01,3.01,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2,0,0,0,1,0,4,0,0,0,0,0,0,3
7250009,9,725,Saskatoon,B,47725,47,Saskatchewan,2,9,0,0,4,0,2,0,0,0,1,0,0,4
6020521.02,521.02,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,0,0,0,0,0,0,0,1,0,0
5550232,232,555,London,B,35555,35,Ontario,5,0,0,0,1,0,0,0,0,0,1,0,1,3
5350410.1,410.1,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,0,1,0,0,0,0,0,0,0
5550011,11,555,London,B,35555,35,Ontario,2,1,0,0,3,0,1,0,0,1,0,0,0,3
5390311.04,311.04,539,St. Catharines - Niagara,B,35539,35,Ontario,4,2,0,0,2,0,0,0,0,0,0,1,0,0
5430001,1,543,Brantford,B,35543,35,Ontario,9,2,0,0,1,0,3,1,0,1,1,0,0,4
5350370.02,370.02,535,Toronto,B,35535,35,Ontario,3,1,0,0,1,0,3,0,0,0,5,1,2,2
3050006,6,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,2,0,0,0,20,0,5,1,0,0,1,0,0,8
9330287.13,287.13,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,0,0,0,0,0,0,0,0,0,1
4620756.05,756.05,462,Montréal,B,24462,24,Quebec / Québec,2,2,0,0,5,0,3,0,0,0,0,0,0,5
5950009.02,9.02,595,Thunder Bay,B,35595,35,Ontario,2,0,0,0,2,0,2,0,0,0,0,0,0,0
4620728.02,728.02,462,Montréal,B,24462,24,Quebec / Québec,6,0,0,0,1,0,5,0,0,0,0,0,2,4
5800007,7,580,Greater Sudbury / Grand Sudbury,B,35580,35,Ontario,6,0,0,0,4,0,2,0,0,0,0,0,0,2
5370124,124,537,Hamilton,B,35537,35,Ontario,1,0,0,0,6,0,0,0,0,0,0,0,0,4
3200026,26,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,1,0,0,0,0,0,1,0,1,0,1,0,0,26
6020008,8,602,Winnipeg,B,46602,46,Manitoba,2,0,0,0,4,0,1,0,0,0,0,0,0,0
5350424.11,424.11,535,Toronto,B,35535,35,Ontario,5,0,0,0,4,0,2,0,0,0,1,1,0,2
4420102,102,442,Trois-Rivières,B,24442,24,Quebec / Québec,1,0,0,0,1,0,2,0,0,0,1,0,0,3
5430011.02,11.02,543,Brantford,B,35543,35,Ontario,5,2,0,0,4,0,2,0,0,0,0,0,0,5
5350277,277,535,Toronto,B,35535,35,Ontario,9,3,0,0,4,0,1,3,3,0,1,0,0,0
8250002.08,2.08,825,Calgary,B,48825,48,Alberta,1,0,0,0,2,0,3,0,0,0,0,0,0,0
5350527.05,527.05,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,3,0,0,0,0,0,0,1
8350006.13,6.13,835,Edmonton,B,48835,48,Alberta,2,0,0,0,2,0,0,0,0,0,0,0,0,1
4620032,32,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,0,0,2,0,0,0,0,0,0,0
5350019,19,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,1,1,0,0,0,0,0,0
7050023.01,23.01,705,Regina,B,47705,47,Saskatchewan,3,2,0,0,0,0,1,0,0,0,0,0,0,1
4620087,87,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,4,0,0,0,0,0,0,1
5050001.04,1.04,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,3,0,4,0,0,0,1,0,0,0
4080109,109,408,Saguenay,B,24408,24,Quebec / Québec,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4210220.02,220.02,421,Québec,B,24421,24,Quebec / Québec,3,2,0,0,1,0,4,0,0,0,0,0,0,6
4620828.05,828.05,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9700018,18,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,0,1,0,0,1,0,0,0,1,1,3
7050006,6,705,Regina,B,47705,47,Saskatchewan,6,21,0,0,4,0,1,0,0,0,1,0,1,6
2050105.01,105.01,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,1,4,0,0,1,0,0,0,0,0,0,0,0,1
4620619,619,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,7,0,1,0,0,0,0,0
5350804.07,804.07,535,Toronto,B,35535,35,Ontario,2,1,0,0,3,0,3,0,0,1,1,0,0,0
6020020,20,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,2,0,1,0,0,0,0,0,20,1
8350105.06,105.06,835,Edmonton,B,48835,48,Alberta,3,1,0,0,0,0,1,0,0,0,0,0,0,5
5210100.02,100.02,521,Kingston,B,35521,35,Ontario,4,0,0,0,1,0,2,1,0,0,0,0,0,3
5350831.02,831.02,535,Toronto,B,35535,35,Ontario,6,1,0,0,6,0,1,0,1,0,3,1,0,6
4210300,300,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,3,0,0,0,0,0,0,0
5050049,49,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350412.19,412.19,535,Toronto,B,35535,35,Ontario,4,0,0,0,0,0,2,0,0,0,0,0,0,0
4620705.01,705.01,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5350620.01,620.01,535,Toronto,B,35535,35,Ontario,4,0,0,0,1,0,0,0,0,0,1,0,0,3
8250038.28,38.28,825,Calgary,B,48825,48,Alberta,3,1,0,0,0,0,2,0,0,0,0,0,0,0
8350012.01,12.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,0,1,1,0,0,0,0,0,0
9330189.07,189.07,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,1,0,0,0,2,0,1,0
8100003,3,810,Lethbridge,K,48810,48,Alberta,0,0,0,0,1,0,2,0,0,0,0,0,0,0
5350281.02,281.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350091.01,91.01,535,Toronto,B,35535,35,Ontario,6,2,0,0,16,0,2,0,0,0,0,0,0,3
6020110.02,110.02,602,Winnipeg,B,46602,46,Manitoba,9,0,0,0,4,1,1,1,0,0,1,0,0,3
4620788,788,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,4,0,7,1,1,0,2,0,1,1
9330160.02,160.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,4,0,0,2,1,0,1,0,2,3
5350530.01,530.01,535,Toronto,B,35535,35,Ontario,1,0,0,0,5,3,4,0,0,1,0,0,0,5
5350079,79,535,Toronto,B,35535,35,Ontario,10,3,0,0,3,1,3,0,0,0,1,1,0,4
4620070,70,462,Montréal,B,24462,24,Quebec / Québec,1,11,0,0,4,0,4,0,1,0,0,2,6,4
5050200.01,200.01,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8350038,38,835,Edmonton,B,48835,48,Alberta,6,0,0,0,7,0,2,1,0,0,1,0,0,1
4620926.02,926.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,3,1,0,0,0,2,0,3
5350287.01,287.01,535,Toronto,B,35535,35,Ontario,5,1,0,0,4,0,2,0,0,0,1,0,0,3
10172.03,172.03,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4620308,308,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,7,1,0,0,1,0,0,1
4620024,24,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,2,0,0,0,0,0,0,0
4620321,321,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,2,0,3,1,0,0,0,0,0,0
5390010,10,539,St. Catharines - Niagara,B,35539,35,Ontario,11,0,0,0,2,0,5,0,0,0,1,0,0,0
4620825.04,825.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,3,0,3,1,0,0,0,0,0,2
5350046,46,535,Toronto,B,35535,35,Ontario,2,1,0,0,0,0,1,0,0,0,0,0,0,3
5320203.01,203.01,532,Oshawa,B,35532,35,Ontario,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5350355.02,355.02,535,Toronto,B,35535,35,Ontario,4,2,0,0,1,0,5,0,0,0,2,0,0,0
5350283.02,283.02,535,Toronto,B,35535,35,Ontario,3,0,0,0,1,0,0,0,0,0,0,0,0,0
9330032,32,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,6,0,0,0,4,1,13,3,1,0,4,1,0,4
8250038.33,38.33,825,Calgary,B,48825,48,Alberta,4,0,0,0,0,0,1,0,0,0,0,0,0,0
8350090.13,90.13,835,Edmonton,B,48835,48,Alberta,2,0,0,0,3,0,0,0,0,0,0,0,0,0
5350141.02,141.02,535,Toronto,B,35535,35,Ontario,5,2,0,0,5,0,0,0,0,0,1,0,0,2
5050191.02,191.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,1,0,0,0,1,0,1,0,0,0,0,2,0,2
8250002.17,2.17,825,Calgary,B,48825,48,Alberta,1,0,0,0,1,0,2,1,0,0,1,1,0,1
4620014.02,14.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,0,0,0,0,0,0,1,12
5050125.09,125.09,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8300012,12,830,Red Deer,K,48830,48,Alberta,4,0,0,0,0,0,1,0,0,0,0,0,0,2
5370015,15,537,Hamilton,B,35537,35,Ontario,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4620245,245,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,6,0,2,0,2,0,0,0
3100027.02,27.02,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,0,1,0,0,1,0,1,0,0,0,0,1,0,4
5370021,21,537,Hamilton,B,35537,35,Ontario,2,1,0,0,3,0,3,2,0,0,3,0,0,0
5350473.02,473.02,535,Toronto,B,35535,35,Ontario,8,0,0,0,1,1,1,0,0,0,1,0,0,2
5590018.03,18.03,559,Windsor,B,35559,35,Ontario,9,0,0,0,0,0,1,0,0,0,0,0,0,0
5050030,30,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,2,0,5,0,0,0,0,1,0,3
9350127,127,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,5,0,0,0,2,0,1,0,0,0,1,0,0,4
5050160.1,160.1,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,5,0,1,0,0,0,0,0,0,1
9300017.01,17.01,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,2,0,0,0,1,0,0,0,0,0,0,0,1,3
4620260,260,462,Montréal,B,24462,24,Quebec / Québec,0,1,0,0,0,0,4,0,0,0,0,0,0,0
4210013,13,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2050122.01,122.01,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,5,0,0,0,0,0,1,0,0,0,0,0,0,1
4620164,164,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,3,1,0,0,1,0,0,0
8250205.02,205.02,825,Calgary,B,48825,48,Alberta,4,1,0,0,0,0,1,0,0,0,3,1,0,1
5500002,2,550,Guelph,B,35550,35,Ontario,7,0,0,0,3,0,1,0,0,0,0,0,0,1
4620287.01,287.01,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,3,0,5,1,0,0,5,0,0,1
9350151.04,151.04,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,7,0,0,0,6,0,2,1,0,0,1,1,2,4
5350267,267,535,Toronto,B,35535,35,Ontario,7,1,0,0,1,0,0,0,0,0,0,0,0,0
8250001.07,1.07,825,Calgary,B,48825,48,Alberta,2,1,0,0,2,0,1,0,0,0,1,0,0,0
5350484.02,484.02,535,Toronto,B,35535,35,Ontario,5,0,0,0,4,0,1,0,1,1,1,2,1,2
4620550.04,550.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,3,1,0,0,1,1,0,5
9330505.01,505.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,0,0,0,2,1,2,0,1,0,2,2,0,1
9150019.04,19.04,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,1,0,0,0,1,0,2,0,0,0,0,0,0,0
9700019,19,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5370123,123,537,Hamilton,B,35537,35,Ontario,3,1,0,0,6,1,5,0,0,0,1,1,0,2
4210041.09,41.09,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,6,1,0,0,0,0,0,2
8350140.04,140.04,835,Edmonton,B,48835,48,Alberta,6,0,0,0,0,0,2,1,0,0,0,0,0,5
5350315.02,315.02,535,Toronto,B,35535,35,Ontario,4,0,0,0,2,0,3,0,0,0,3,0,0,1
6020110.07,110.07,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4620400,400,462,Montréal,B,24462,24,Quebec / Québec,4,2,0,0,4,0,1,1,0,0,0,0,0,0
8250009,9,825,Calgary,B,48825,48,Alberta,7,1,0,0,4,0,2,1,0,0,0,0,0,0
4620657.03,657.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,3,0,0,0,0,0,0,0
5050151.09,151.09,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,4,0,0,0,0,0,0,0,0,1,0,0,1,4
8250077.22,77.22,825,Calgary,B,48825,48,Alberta,0,0,0,0,4,0,1,0,0,0,0,0,0,0
5590007,7,559,Windsor,B,35559,35,Ontario,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9330050.02,50.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,3,1,0,1,4,0,6,0,1,0,1,1,2,4
5050190.02,190.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,0,0,1,0,0,0,0,2,0,1
5350173,173,535,Toronto,B,35535,35,Ontario,2,1,0,0,2,0,4,0,0,0,1,0,0,0
5050160.09,160.09,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,1,0,0,0,0,0,1,2,0,1
5050507,507,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,1,0,1,0,3,0,11,0,0,0,0,0,0,2
4620857.09,857.09,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,0,0,0,0,0,6,0
4620704.04,704.04,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,1,0,0,0,0,0,1,0
6020042,42,602,Winnipeg,B,46602,46,Manitoba,2,1,0,0,0,0,2,0,0,0,0,0,0,0
9150105.02,105.02,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,3,0,0,0,2,0,1,0,0,0,0,4,0,3
5350183,183,535,Toronto,B,35535,35,Ontario,4,1,0,0,3,0,3,0,0,0,0,0,0,1
9330287.15,287.15,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,5,1,0,0,0,0,0,0,0,0,0,1,0,1
8250001.01,1.01,825,Calgary,B,48825,48,Alberta,3,1,0,0,1,0,1,0,0,0,0,0,0,1
5050140.01,140.01,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620253,253,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,0,2,0,0,0,0,0,0,3
4620866,866,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,0,1,0,3,0,0,0,0,2,0,0
5350023,23,535,Toronto,B,35535,35,Ontario,3,2,0,0,4,0,4,0,0,0,1,0,0,0
5350266,266,535,Toronto,B,35535,35,Ontario,4,0,0,0,3,0,2,1,0,0,0,0,0,0
8350044,44,835,Edmonton,B,48835,48,Alberta,5,0,0,0,1,0,3,1,0,0,0,0,0,1
10172.06,172.06,1,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,0,0,0,0,0,2,0,0,0,0,0,0,1
6020100.02,100.02,602,Winnipeg,B,46602,46,Manitoba,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5350350,350,535,Toronto,B,35535,35,Ontario,3,3,0,0,1,1,8,5,0,0,6,0,0,2
9330506.01,506.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,0,10,0,3,0,0,0,0,0,0,5
5350516.03,516.03,535,Toronto,B,35535,35,Ontario,4,2,0,0,2,0,2,0,0,0,0,1,0,1
5350505.02,505.02,535,Toronto,B,35535,35,Ontario,4,1,0,0,1,0,2,0,0,0,1,0,0,0
9350005,5,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,4,0,1,0,0,0,0,0,0,2
5050013,13,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,7,0,0,0,4,0,3,0,0,0,0,1,23,2
4620136,136,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,7,6,0,0,6,0,0,3
5350025,25,535,Toronto,B,35535,35,Ontario,2,0,0,0,0,0,2,0,0,0,1,0,1,0
8300002,2,830,Red Deer,K,48830,48,Alberta,0,2,0,0,3,2,3,1,0,1,1,0,0,6
5950019,19,595,Thunder Bay,B,35595,35,Ontario,2,0,0,0,1,0,1,0,0,0,1,0,0,3
5050170.1,170.1,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,2,0,0,0,4,1,1,0,0,0,1,0,1,0
8250038.24,38.24,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8250011,11,825,Calgary,B,48825,48,Alberta,7,2,0,0,2,0,1,0,0,0,0,0,0,0
4620659.1,659.1,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350213,213,535,Toronto,B,35535,35,Ontario,6,1,0,0,5,3,9,3,3,0,4,2,1,0
8350001.04,1.04,835,Edmonton,B,48835,48,Alberta,4,0,0,0,0,0,0,0,0,0,0,0,0,0
4620604.04,604.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,3,1,0,1,1,0,0,0
5350532.02,532.02,535,Toronto,B,35535,35,Ontario,5,1,0,0,0,0,0,0,0,0,0,0,0,1
8350077.02,77.02,835,Edmonton,B,48835,48,Alberta,5,0,0,0,0,0,1,0,0,0,0,0,0,0
4620903.09,903.09,462,Montréal,B,24462,24,Quebec / Québec,4,0,0,0,0,0,0,0,1,0,0,0,0,0
5210009,9,521,Kingston,B,35521,35,Ontario,5,1,0,0,9,0,3,0,0,0,3,0,0,4
9330185.11,185.11,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,2,0,0,1,0,3,0,2,0,1,0,0,1
4330007,7,433,Sherbrooke,B,24433,24,Quebec / Québec,3,1,0,0,4,0,3,1,0,0,0,0,0,0
4620834,834,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,4,0,0,0,0,1,0,0
6020032,32,602,Winnipeg,B,46602,46,Manitoba,5,0,0,0,0,2,6,0,0,0,1,0,0,2
5050712,712,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,8,0,0,0,7,0,16,1,1,0,1,2,0,5
5410014.05,14.05,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,3,0,0,0,3,0,1,0,0,0,0,1,0,2
4620168,168,462,Montréal,B,24462,24,Quebec / Québec,2,4,0,0,2,1,3,7,3,0,9,0,0,1
5350812,812,535,Toronto,B,35535,35,Ontario,6,0,0,0,2,0,9,0,0,0,0,0,0,1
5550230,230,555,London,B,35555,35,Ontario,2,0,0,0,1,0,2,2,0,0,0,0,0,0
8300001.03,1.03,830,Red Deer,K,48830,48,Alberta,9,1,0,0,3,0,0,0,0,0,0,0,0,4
4620380,380,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,1,0,0,0,1,2,0,1
8300001.02,1.02,830,Red Deer,K,48830,48,Alberta,2,1,0,0,2,0,2,0,0,0,0,0,0,2
5950021,21,595,Thunder Bay,B,35595,35,Ontario,5,0,0,0,1,0,5,0,0,0,1,0,1,2
8350140.05,140.05,835,Edmonton,B,48835,48,Alberta,2,0,0,0,1,0,1,0,0,0,0,0,0,1
4420202,202,442,Trois-Rivières,B,24442,24,Quebec / Québec,1,0,0,0,1,0,3,0,0,0,3,0,0,0
5390311.03,311.03,539,St. Catharines - Niagara,B,35539,35,Ontario,11,0,0,0,0,0,0,1,0,0,1,0,0,0
4620009,9,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,5,0,0,0,0,1,2,0
4620654,654,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3050012,12,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,4,0,0,0,0,0,5,0,0,0,0,0,0,1
5350422.05,422.05,535,Toronto,B,35535,35,Ontario,7,1,0,0,1,0,2,0,0,0,0,0,0,0
5390012.01,12.01,539,St. Catharines - Niagara,B,35539,35,Ontario,1,0,0,0,9,1,6,0,0,0,0,0,0,3
8050013,13,805,Medicine Hat,K,48805,48,Alberta,11,0,0,0,1,0,3,0,0,0,0,0,0,5
8350079.04,79.04,835,Edmonton,B,48835,48,Alberta,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5590043.02,43.02,559,Windsor,B,35559,35,Ontario,4,0,0,0,0,0,1,0,0,0,1,0,0,1
4620418,418,462,Montréal,B,24462,24,Quebec / Québec,6,0,0,0,11,0,15,3,1,0,5,3,1,4
4210021,21,421,Québec,B,24421,24,Quebec / Québec,0,3,0,0,10,0,3,0,0,0,1,0,2,5
4620187.03,187.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,5,0,0,0,0,0,1,0
5350410.11,410.11,535,Toronto,B,35535,35,Ontario,5,0,0,0,2,2,4,0,1,0,1,0,0,2
9320009.02,9.02,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,7,0,0,0,2,0,1,1,0,0,0,0,0,0
4620072,72,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,1,1,5,0,0,0,0,0,0,0
8350005.07,5.07,835,Edmonton,B,48835,48,Alberta,0,0,0,0,2,0,0,0,0,0,0,0,0,0
