CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,41110000,41310000,41510000,41190000,80110000,80210000,80410000,80420000,80490000,83510000,82310000,83310000,83220000,79910000,79970000,84120000,86610000
2050014.00,0014.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,8
5050018.00,0018.00,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,4,8,2,1,6,1,0,0,6,5,0,0,10
8350006.05,0006.05,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1
5050048.00,0048.00,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,1,18,28,7,10,24,2,1,5,17,8,0,13,23
9350170.00,0170.00,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,2,36,14,7,11,16,4,0,0,12,9,0,4,9
4620079.00,0079.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,1,6,0,2,4,1,0,0,3,2,0,0,5
5350400.12,0400.12,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,2
7250011.02,0011.02,725,Saskatoon,B,47725,47,Saskatchewan,0,0,0,0,8,21,2,2,7,0,0,0,3,2,0,1,7
4620013.00,0013.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,3,6,0,0,2,1,0,0,2,3,0,0,10
9330186.05,0186.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,3,0,0,1,3,2,0,0,1,0,0,0,4
4620787.00,0787.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,1,1,3,0,0,1,3,0,0,1,1,0,0,0
9300023.00,0023.00,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
9330013.01,0013.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,7,6,1,1,1,1,1,0,0,0,0,0,13
9330011.00,0011.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,2,5,1,0,0,1,0,0,0,0,2,0,1,4
4210850.03,0850.03,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0
5350804.06,0804.06,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5320101.05,0101.05,532,Oshawa,B,35532,35,Ontario,0,0,0,0,1,4,0,0,6,2,0,0,6,9,0,1,2
4620873.01,0873.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,0,0,3,1,0,0,1,1,0,0,0
6020110.06,0110.06,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,0,8,1,3,1,2,0,0,0,0,0,0,0
8250077.21,0077.21,825,Calgary,B,48825,48,Alberta,0,0,0,0,10,23,10,6,4,0,0,0,4,1,0,1,1
5950011.03,0011.03,595,Thunder Bay,B,35595,35,Ontario,0,0,0,0,16,5,0,0,2,2,0,0,0,0,2,0,6
4620187.01,0187.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
5370223.12,0223.12,537,Hamilton,B,35537,35,Ontario,0,0,0,0,19,8,7,1,5,4,1,0,0,4,0,0,3
5350245.00,0245.00,535,Toronto,B,35535,35,Ontario,0,1,0,1,1,5,3,0,2,2,0,0,5,1,0,0,5
5350376.11,0376.11,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,4,1,0,0,1,0,0,0,0,0,0,4
5550043.00,0043.00,555,London,B,35555,35,Ontario,0,0,0,0,52,19,1,0,9,1,0,0,6,0,0,0,5
5900011.00,0011.00,590,Sault Ste. Marie,K,35590,35,Ontario,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5
5410008.06,0008.06,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,3
5350573.07,0573.07,535,Toronto,B,35535,35,Ontario,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
5390304.00,0304.00,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,7
4620037.00,0037.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
5350376.12,0376.12,535,Toronto,B,35535,35,Ontario,0,0,0,0,5,7,2,3,1,0,1,0,0,0,0,0,3
9330100.02,0100.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,2,5,1,0,1,5,0,0,1,1,0,0,1
5350159.02,0159.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
5350590.00,0590.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,4,4,3,2,2,0,0,0,5,1,0,0,4
9330161.05,0161.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,2
4620179.00,0179.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,2
4620178.00,0178.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,3,1,1,0,0,2,0,0,0,0
9330290.02,0290.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,6,12,1,2,7,3,1,1,6,6,1,2,9
5350526.01,0526.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,25,9,0,1,3,2,0,0,1,1,0,0,2
5500007.00,0007.00,550,Guelph,B,35550,35,Ontario,0,0,0,0,12,12,12,0,4,3,1,0,1,1,0,2,11
9330291.01,0291.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,2,15,2,2,4,6,0,0,8,4,0,0,12
5350276.02,0276.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,5,5,3,2,11,2,0,1,4,3,0,0,4
5350452.05,0452.05,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1
9700003.00,0003.00,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,0,1,6,0,0,0,7,0,0,1,0,0,0,6
4210009.00,0009.00,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,3
5350375.01,0375.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,2
5350133.00,0133.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,4,0,0,0,1,0,0,3,0,0,0,6
8250067.00,0067.00,825,Calgary,B,48825,48,Alberta,0,0,0,0,10,7,3,10,2,0,0,0,0,2,0,0,3
5350461.01,0461.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,5,2,1,0,1,3,0,0,0,0,0,0,4
5430110.01,0110.01,543,Brantford,B,35543,35,Ontario,1,0,0,0,9,5,1,4,2,1,1,0,2,5,0,0,11
5350420.06,0420.06,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,0,1,0,2,2,0,0,1,0,0,0,1
5210106.00,0106.00,521,Kingston,B,35521,35,Ontario,0,0,0,0,6,2,3,0,0,2,1,0,0,1,2,0,7
4210600.05,0600.05,421,Québec,B,24421,24,Quebec / Québec,0,0,0,1,0,1,0,1,6,0,0,0,0,1,0,0,2
4620784.00,0784.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,8,4,1,9,0,0,0,3,4,0,0,5
4620725.03,0725.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,5,2,1,1,0,0,0,0,1,0,0,2
4620189.00,0189.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0
5410007.00,0007.00,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,1,0,0,0,4,0,1,3,4,0,0,0,2,1,0,0,12
6020503.00,0503.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,2,10,3,1,1,3,1,1,3,3,1,0,4
4620267.00,0267.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,6
5050171.07,0171.07,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,4,5,0,0,2,6,0,0,0,2,0,0,0
5350316.04,0316.04,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
4080002.01,0002.01,408,Saguenay,B,24408,24,Quebec / Québec,0,0,0,2,2,4,1,5,32,5,2,0,5,2,0,1,10
9330220.00,0220.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,4,2,4,0,1,0,0,0,0,0,0,0,0,7
9300009.00,0009.00,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,0,0,1,0,4,5,1,1,0,0,0,1,4,0,1,6
5350269.02,0269.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,2
9330117.00,0117.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,0,1,0,3,7,0,0,6,0,1,0,2
4620129.01,0129.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,5,4,0,1,1,0,0,0,0,1,0,4,5
5370140.02,0140.02,537,Hamilton,B,35537,35,Ontario,1,0,0,0,1,10,2,3,4,1,0,1,1,3,0,0,9
4210820.04,0820.04,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050123.01,0123.01,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,2,2,4,2,0,1,4,0,0,1,3,3,1,4
4620075.00,0075.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1
5350400.20,0400.20,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5350295.00,0295.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
5290008.00,0008.00,529,Peterborough,B,35529,35,Ontario,0,0,0,0,0,6,2,0,5,0,0,0,4,1,1,0,3
5320105.05,0105.05,532,Oshawa,B,35532,35,Ontario,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1
5350402.06,0402.06,535,Toronto,B,35535,35,Ontario,0,0,0,3,15,16,2,13,10,2,0,0,8,9,1,0,19
8250014.00,0014.00,825,Calgary,B,48825,48,Alberta,0,0,0,0,90,10,7,0,10,2,0,0,5,2,0,2,10
8250077.24,0077.24,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9350014.02,0014.02,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,47,14,5,3,3,1,0,0,2,3,1,0,7
9330235.03,0235.03,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,6,14,0,5,6,1,0,0,1,3,0,0,1
9700010.00,0010.00,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
5350249.04,0249.04,535,Toronto,B,35535,35,Ontario,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1
5350078.00,0078.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,3,0,0,2,3,0,0,3,2,0,0,4
9330505.02,0505.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,0,2,2,0,1,0,0,0,2,0,0,0,6
9330112.00,0112.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
5350572.05,0572.05,535,Toronto,B,35535,35,Ontario,0,0,0,5,0,12,1,4,2,0,0,0,0,1,0,0,1
5350026.00,0026.00,535,Toronto,B,35535,35,Ontario,0,0,0,2,3,0,1,0,1,1,1,0,1,1,0,0,10
5350344.01,0344.01,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,4
4620135.00,0135.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0
9330183.06,0183.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,3,0,2,0,0,0,0,1,4,1,0,8
2050132.07,0132.07,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9350123.01,0123.01,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,4
5350244.01,0244.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,3
6020552.02,0552.02,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,5
8300003.00,0003.00,830,Red Deer,K,48830,48,Alberta,0,0,0,0,1,0,0,0,3,1,0,0,2,0,0,0,5
9330118.00,0118.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,1,1,7,1,0,5,7,0,0,5,10,0,1,6
5500101.00,0101.00,550,Guelph,B,35550,35,Ontario,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,9
5050602.03,0602.03,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,20,8,4,8,17,1,0,0,2,5,0,1,0
3200021.00,0021.00,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,2,1,0,0,2,5,0,0,1,1,1,0,7
4620354.00,0354.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5
8350057.00,0057.00,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,1,0,2,1,0,0,2,1,1,0,3
8050008.00,0008.00,805,Medicine Hat,K,48805,48,Alberta,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,10
4620632.02,0632.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,2,2,1,5,0,0,0,2,1,0,0,0
9380002.00,0002.00,938,Nanaimo,K,59938,59,British Columbia / Colombie-Britannique,0,0,0,0,8,12,6,3,5,3,1,0,3,3,0,0,6
0010171.00,0171.00,001,St. John's,B,10001,10,Newfoundland and Labrador / Terre-Neuve-et-Labrador,0,0,0,0,0,2,2,2,2,6,0,0,0,1,0,0,7
5370024.00,0024.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0
4620854.01,0854.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,0,4,1,6,2,0,0,0,0,0,0,5
5550202.00,0202.00,555,London,B,35555,35,Ontario,0,0,0,0,0,5,1,0,0,1,0,0,2,1,0,1,4
5500001.09,0001.09,550,Guelph,B,35550,35,Ontario,0,0,0,0,0,5,1,1,1,2,1,0,0,2,0,0,1
8350078.05,0078.05,835,Edmonton,B,48835,48,Alberta,0,0,0,0,5,6,0,3,2,1,0,0,0,2,0,0,2
5350451.03,0451.03,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,16,4,3,8,2,0,0,2,2,0,0,3
4620081.00,0081.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,0,1
5350423.02,0423.02,535,Toronto,B,35535,35,Ontario,0,0,0,1,10,10,3,4,4,1,0,0,0,2,1,0,1
5350550.02,0550.02,535,Toronto,B,35535,35,Ontario,1,0,0,3,9,18,8,8,14,3,2,0,13,6,2,1,8
5350503.00,0503.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,5
3100002.02,0002.02,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,1,0,0,1,1,1,0,0,0,1,0,0,0,4,0,0,7
5350801.02,0801.02,535,Toronto,B,35535,35,Ontario,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
4620613.00,0613.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,3,0,0,0,3,0,0,0,1,0,0,7
5950018.00,0018.00,595,Thunder Bay,B,35595,35,Ontario,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
5350450.06,0450.06,535,Toronto,B,35535,35,Ontario,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9330290.04,0290.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4
7250016.00,0016.00,725,Saskatoon,B,47725,47,Saskatchewan,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10
4620708.02,0708.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2
5290007.00,0007.00,529,Peterborough,B,35529,35,Ontario,4,1,0,4,40,16,17,10,30,6,3,3,42,10,0,6,28
5410002.03,0002.03,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1
8350019.02,0019.02,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3
5370061.00,0061.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,11
4210600.04,0600.04,421,Québec,B,24421,24,Quebec / Québec,1,0,0,0,0,0,1,2,2,4,0,0,0,2,0,0,3
8350110.01,0110.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350634.02,0634.02,535,Toronto,B,35535,35,Ontario,1,0,0,1,1,1,0,0,3,2,0,0,1,0,1,0,5
5320102.03,0102.03,532,Oshawa,B,35532,35,Ontario,0,0,0,0,4,18,7,3,6,1,0,0,3,0,0,0,1
8100101.00,0101.00,810,Lethbridge,K,48810,48,Alberta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4620683.00,0683.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,2
4620646.02,0646.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
5900015.00,0015.00,590,Sault Ste. Marie,K,35590,35,Ontario,0,0,0,1,0,4,11,2,3,3,0,0,3,1,1,0,7
5350007.01,0007.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
6020536.00,0536.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,1,1,5,0,5,1,0,0,5,3,0,2,10
9700017.00,0017.00,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,0,0,0,1,0,1,0,0,0,5,0,1,0,2,0,0,10
4620420.00,0420.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,5,0,0,1,3,0,0,3,0,0,0,8
4210280.01,0280.01,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,1,0,1,1,1,0,0,2,0,0,0,1
5350288.00,0288.00,535,Toronto,B,35535,35,Ontario,0,0,0,2,14,6,2,2,7,5,0,0,13,1,0,0,13
5410006.00,0006.00,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2
4620750.02,0750.02,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
9330185.16,0185.16,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,1,0,2,3,1,0,5,8,2,2,0,5,5,1,0,10
5350612.25,0612.25,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,4,3,1,3,2,1,0,1,1,0,0,2
8350075.03,0075.03,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,3,3,0,1,0,0,0,0,1,0,0,3
6020537.01,0537.01,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,4,1,1,7,1,1,0,0,0,1,1,1,4
5350007.02,0007.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,3,0,0,0,2,5,0,0,1
5350600.01,0600.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,8,4,0,3,1,0,0,0,1,1,0,1
5350353.03,0353.03,535,Toronto,B,35535,35,Ontario,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
5350514.02,0514.02,535,Toronto,B,35535,35,Ontario,1,0,0,0,8,4,0,2,3,0,0,0,4,3,0,1,0
9330235.04,0235.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,3,1,0,2,1,0,0,0,3,3,0,0,2
5350323.01,0323.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,7,1,1,3,2,0,0,1,0,0,0,0
5370017.00,0017.00,537,Hamilton,B,35537,35,Ontario,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,4
9330184.07,0184.07,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,4,5,0,1,5,3,0,2,2,0,0,1
4620883.00,0883.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5
5350403.13,0403.13,535,Toronto,B,35535,35,Ontario,0,0,0,3,0,2,0,1,5,0,0,0,2,0,1,0,0
4330110.07,0110.07,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,1,4,1,1,0,4,1,0,0,1,3,0,0,3
5550013.00,0013.00,555,London,B,35555,35,Ontario,0,0,0,0,3,5,1,0,2,2,0,0,1,1,0,0,12
4620008.00,0008.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
9330503.07,0503.07,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,3,20,9,4,16,6,3,1,3,17,6,0,0,14
8350079.03,0079.03,835,Edmonton,B,48835,48,Alberta,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,2
9330054.01,0054.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,1,3,2,0,0,1,0,0,1,0,0,0,4
5350323.02,0323.02,535,Toronto,B,35535,35,Ontario,1,0,0,0,7,7,2,2,3,1,0,0,2,2,0,1,4
4620832.00,0832.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4
9350152.00,0152.00,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,6,9,5,2,2,5,0,0,8,2,0,0,6
5350004.00,0004.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,4
9300020.00,0020.00,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,1,0,1,8,17,9,7,5,3,0,0,5,3,0,0,12
9250012.00,0012.00,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,0,0,0,0,2,3,4,2,4,4,0,0,12,2,0,0,14
5550005.03,0005.03,555,London,B,35555,35,Ontario,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2
5350238.02,0238.02,535,Toronto,B,35535,35,Ontario,0,0,0,1,6,7,1,2,0,0,0,0,0,1,0,0,4
9330287.16,0287.16,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,3,32,21,2,13,16,4,0,1,10,5,1,0,3
5350219.00,0219.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,5,6,2,1,7,1,0,0,1,0,0,0,2
9330400.04,0400.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,0,0,0,0,1,2,0,0,1,1,1,0,3
3200004.00,0004.00,320,Fredericton,K,13320,13,New Brunswick / Nouveau-Brunswick,0,0,0,1,69,15,2,11,7,2,0,0,5,10,0,0,6
5350337.00,0337.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,4,4,0,1,1,0,0,1,2,0,0,1
5210010.00,0010.00,521,Kingston,B,35521,35,Ontario,0,0,0,1,1,0,0,0,0,2,1,1,5,1,0,1,8
9300012.00,0012.00,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
9330163.06,0163.06,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,3,11,0,1,2,3,0,0,0,2,0,0,3
5350480.02,0480.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,2,1,0,1,2,0,0,1,0,0,0,2
4620226.00,0226.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,2,0,2,1,0,0,0,2,0,0,1,1
5550030.00,0030.00,555,London,B,35555,35,Ontario,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6
5390240.00,0240.00,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,1,3,5,1,0,2,1,1,0,0,3,1,3,18
4330202.00,0202.00,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3
2050121.03,0121.03,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5350312.06,0312.06,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2
5390220.01,0220.01,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
5350204.00,0204.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,4,0,0,0,1,1,0,2,2,0,0,5
4620284.00,0284.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
9330287.01,0287.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
5370048.00,0048.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,1,6,2,0,2,1,7,1,4,2,0,1,3
9330059.10,0059.10,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,71,19,6,2,7,2,0,2,7,5,0,0,0
7250013.06,0013.06,725,Saskatoon,B,47725,47,Saskatchewan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210273.02,0273.02,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
4210038.02,0038.02,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1
5350528.01,0528.01,535,Toronto,B,35535,35,Ontario,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6020111.00,0111.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,2,0,2,4,0,2,6,0,0,2,0,0,0,6
4210812.00,0812.00,421,Québec,B,24421,24,Quebec / Québec,0,0,0,2,4,6,0,0,8,3,1,1,0,0,0,3,4
8250206.04,0206.04,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5350613.01,0613.01,535,Toronto,B,35535,35,Ontario,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0
