CTUID,CTNAME,CMAUID,CMANAME,CMATYPE,CMAPUID,PRUID,PRNAME,41110000,41310000,41510000,41190000,80110000,80210000,80410000,80420000,80490000,83510000,82310000,83310000,83220000,79910000,79970000,84120000,86610000
4620107.00,0107.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,1,5
4620103.00,0103.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3
9350133.00,0133.00,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,4,12,4,3,5,3,1,0,7,5,7,0,14
9320008.03,0008.03,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
4620857.06,0857.06,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,2,0,0,3,1,0,0,1,3,0,1,3
8250050.01,0050.01,825,Calgary,B,48825,48,Alberta,0,0,0,0,2,1,3,0,0,3,0,0,1,0,0,0,8
8350039.00,0039.00,835,Edmonton,B,48835,48,Alberta,0,0,0,0,6,3,6,0,4,3,0,0,1,1,0,0,7
4620791.00,0791.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
4620903.04,0903.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,4,3,1,4,1,0,0,2,2,0,0,5
4210030.00,0030.00,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,5,0,0,0,1,1,0,0,3,2,0,0,1
5350127.00,0127.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,13,18,2,1,13,1,0,2,3,5,0,0,5
9250020.00,0020.00,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9
5350162.00,0162.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,0,6
9330504.11,0504.11,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,8
5050110.00,0110.00,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0
4620035.00,0035.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8
8250020.00,0020.00,825,Calgary,B,48825,48,Alberta,0,0,0,0,3,0,1,0,3,2,0,0,6,0,0,0,5
8250036.01,0036.01,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
5350141.01,0141.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,31,22,2,2,24,2,0,1,7,0,0,0,2
4620191.00,0191.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,2,4,0,0,0,0,1,0,1,3,0,0,6
5350370.01,0370.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,9,10,2,1,1,4,0,0,4,2,3,0,8
8050009.00,0009.00,805,Medicine Hat,K,48805,48,Alberta,1,0,0,4,8,10,8,1,12,6,11,1,36,6,0,0,23
8250066.02,0066.02,825,Calgary,B,48825,48,Alberta,0,0,0,1,6,11,7,4,5,1,0,0,4,1,0,0,6
5350421.07,0421.07,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,1,2,0,0,0,0,0,1,1,0,0,3
5430005.00,0005.00,543,Brantford,B,35543,35,Ontario,1,0,0,2,8,2,1,0,2,2,0,0,2,3,0,0,9
9330064.00,0064.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,11,3,0,0,7,3,0,0,3,0,0,0,8
5320011.00,0011.00,532,Oshawa,B,35532,35,Ontario,0,0,0,0,16,3,3,0,2,0,0,0,1,0,1,3,3
5350526.02,0526.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6
5370072.01,0072.01,537,Hamilton,B,35537,35,Ontario,1,0,0,0,2,1,1,0,1,0,0,0,0,1,1,0,3
4080133.00,0133.00,408,Saguenay,B,24408,24,Quebec / Québec,0,0,0,0,0,4,1,0,3,1,0,0,0,0,0,0,0
5350027.00,0027.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,3,2,0,0,3,1,0,0,3,1,0,0,4
5350249.05,0249.05,535,Toronto,B,35535,35,Ontario,0,0,0,1,2,3,0,2,0,1,0,0,4,0,0,0,2
4620826.06,0826.06,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,3,1,4,1,0,0,0,1,1,0,0,0
8350104.22,0104.22,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5410014.03,0014.03,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,3
4620807.02,0807.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4620028.00,0028.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210011.02,0011.02,521,Kingston,B,35521,35,Ontario,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2
5350804.13,0804.13,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1
5350358.03,0358.03,535,Toronto,B,35535,35,Ontario,0,0,0,2,8,4,1,0,3,1,0,0,1,1,0,0,7
9700012.00,0012.00,970,Prince George,K,59970,59,British Columbia / Colombie-Britannique,3,0,0,2,72,17,12,4,22,4,2,2,25,8,1,2,21
2050131.02,0131.02,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,1,12,1,0,1,1,0,0,1,1,0,0,5
3100006.00,0006.00,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,5,1,0,0,3,0,0,0,0,1,0,0,2
4210040.03,0040.03,421,Québec,B,24421,24,Quebec / Québec,0,0,0,1,0,6,4,0,3,4,0,0,3,1,0,0,1
5220004.00,0004.00,522,Belleville,K,35522,35,Ontario,2,0,0,0,24,21,7,2,4,1,0,0,16,1,0,0,4
5350085.00,0085.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,39,8,2,2,7,2,0,3,2,4,1,0,6
4620082.00,0082.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
8350075.07,0075.07,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2
5350352.00,0352.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
5050023.01,0023.01,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1
9250006.01,0006.01,925,Kamloops,K,59925,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5350450.05,0450.05,535,Toronto,B,35535,35,Ontario,0,0,0,0,15,2,1,0,2,1,0,0,1,2,0,0,4
4620790.00,0790.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,1,1,2,4,3,0,0,1,0,0,0,0
4620638.02,0638.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,3,3,0,2,2,3,0,0,1,0,0,0,1
8350075.05,0075.05,835,Edmonton,B,48835,48,Alberta,0,0,0,0,2,3,1,1,0,3,0,0,0,0,0,0,0
5350401.22,0401.22,535,Toronto,B,35535,35,Ontario,1,0,0,0,8,5,2,1,0,1,0,0,0,1,0,0,7
5350239.00,0239.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,4,3,1,1,0,0,0,1,1,0,1,0,4
4080168.00,0168.00,408,Saguenay,B,24408,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4210320.02,0320.02,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,4
5050841.04,0841.04,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
9330290.05,0290.05,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,1,3,0,0,0,3,1,0,1
5410127.02,0127.02,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5
2050153.00,0153.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,1,5,1,0,0,2,2,1,0,1,5,1,4,23
9330401.02,0401.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,47,31,13,3,12,11,1,3,19,9,1,4,8
9350014.01,0014.01,935,Victoria,B,59935,59,British Columbia / Colombie-Britannique,0,0,0,0,4,4,0,0,3,4,0,1,5,0,0,0,4
5350802.01,0802.01,535,Toronto,B,35535,35,Ontario,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,5
8350090.08,0090.08,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
5350038.00,0038.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,12,7,1,3,6,1,0,0,4,0,0,0,9
3050003.04,0003.04,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,20,11,1,2,3,3,0,0,2,2,0,0,8
4620689.03,0689.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,3,1,2,5,1,0,0,0,1,0,0,0
5350804.12,0804.12,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
4620139.00,0139.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,3,2,0,1,1,3,0,0,0,2,0,0,5
4620660.01,0660.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,3,1,0,1,4,0,0,1,2,0,0,0
5370050.00,0050.00,537,Hamilton,B,35537,35,Ontario,0,0,0,1,6,3,0,0,2,0,0,0,5,0,0,0,15
8250206.02,0206.02,825,Calgary,B,48825,48,Alberta,1,0,0,4,3,9,5,5,3,7,1,0,3,3,0,0,8
8250002.09,0002.09,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9330059.07,0059.07,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,2,0,0,0,1,1,1,0,2,2,0,0,1,0,0,0,0
8350078.09,0078.09,835,Edmonton,B,48835,48,Alberta,0,0,0,0,1,1,0,0,0,6,0,0,1,1,0,0,1
5350410.05,0410.05,535,Toronto,B,35535,35,Ontario,1,0,0,1,10,11,3,0,5,3,0,0,5,0,1,0,2
4620017.00,0017.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,2
4620884.01,0884.01,462,Montréal,B,24462,24,Quebec / Québec,3,0,0,0,1,1,0,1,3,0,0,0,3,1,0,0,0
4210160.02,0160.02,421,Québec,B,24421,24,Quebec / Québec,1,0,0,1,8,11,5,34,27,1,0,1,13,2,0,1,7
5370084.02,0084.02,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1
9300027.00,0027.00,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8350162.01,0162.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,5,14,5,9,4,7,1,0,2,2,1,0,22
2050154.00,0154.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,3,1,0,0,1,0,1,0,0,1,0,1,14
4620278.00,0278.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,8,3,0,0,18,1,0,0,4,1,0,0,5
4620421.01,0421.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9330140.04,0140.04,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2
4620644.00,0644.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5410101.02,0101.02,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,2,1
4620134.00,0134.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
5350260.03,0260.03,535,Toronto,B,35535,35,Ontario,0,0,0,1,0,2,0,0,2,1,0,0,1,1,0,12,5
9150102.06,0102.06,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,0,0,0,0,13,13,5,7,7,6,1,0,6,6,2,0,16
5320201.02,0201.02,532,Oshawa,B,35532,35,Ontario,0,0,0,0,0,2,2,0,2,0,0,0,0,2,0,0,4
5050504.04,0504.04,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,4,2,0,1,6,3,0,0,0,0,0,0,1
6020038.00,0038.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,1,0,0,3,0,0,1,0,0,2,1,0,0,8
4420006.00,0006.00,442,Trois-Rivières,B,24442,24,Quebec / Québec,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4
2050026.05,0026.05,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
5350376.04,0376.04,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,4,0,0,3,0,0,0,1,1,0,0,5
6020104.00,0104.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,1,4,3,8,5,0,0,0,0,0,0,0,0,4
4620805.00,0805.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,1,2,3,0,1,3,3,0,0,4,2,0,0,2
5220406.00,0406.00,522,Belleville,K,35522,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9330160.01,0160.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,3
5590171.00,0171.00,559,Windsor,B,35559,35,Ontario,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,11
5350528.25,0528.25,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,4,2,3,1,1,0,0,1,1,1,0,6
5350088.00,0088.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,3,7,2,10,2,3,2,0,3,0,0,5
9150102.04,0102.04,915,Kelowna,B,59915,59,British Columbia / Colombie-Britannique,0,0,0,0,5,0,0,2,0,2,0,0,3,0,0,0,2
8350010.00,0010.00,835,Edmonton,B,48835,48,Alberta,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,7
5350810.02,0810.02,535,Toronto,B,35535,35,Ontario,0,0,0,0,12,0,0,0,2,0,0,0,1,1,0,0,1
5390006.00,0006.00,539,St. Catharines - Niagara,B,35539,35,Ontario,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1
5500010.01,0010.01,550,Guelph,B,35550,35,Ontario,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,5
4620887.05,0887.05,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,3,3,0,0,3,0,0,0,0,1,1,0,0
8250077.13,0077.13,825,Calgary,B,48825,48,Alberta,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
5350576.47,0576.47,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620240.00,0240.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4
4620887.04,0887.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,2,6,5,3,13,0,0,2,2,3,0,0,0
9320012.01,0012.01,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,3
7250015.00,0015.00,725,Saskatoon,B,47725,47,Saskatchewan,1,0,0,0,42,11,9,7,18,2,0,0,9,5,1,1,6
8300011.00,0011.00,830,Red Deer,K,48830,48,Alberta,0,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,6
8250024.00,0024.00,825,Calgary,B,48825,48,Alberta,0,0,0,0,4,8,3,0,10,2,0,0,2,8,0,0,19
4620235.00,0235.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
5590174.00,0174.00,559,Windsor,B,35559,35,Ontario,0,0,0,0,1,13,4,3,3,4,0,0,3,3,0,6,16
4330019.02,0019.02,433,Sherbrooke,B,24433,24,Quebec / Québec,0,0,0,0,3,0,1,0,10,0,0,0,2,0,0,0,1
9330059.11,0059.11,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,13,28,19,10,19,18,1,0,3,33,15,1,5,15
4620046.00,0046.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5500001.07,0001.07,550,Guelph,B,35550,35,Ontario,0,0,0,1,4,0,0,0,3,3,0,0,0,2,0,0,2
8350120.02,0120.02,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,3,4,1,3,6,0,0,4,3,1,0,3
5350110.00,0110.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,23,14,1,3,1,0,0,0,1,0,0,0,4
8250038.12,0038.12,825,Calgary,B,48825,48,Alberta,0,0,0,0,3,3,2,0,2,2,0,0,2,0,0,0,13
5350521.05,0521.05,535,Toronto,B,35535,35,Ontario,0,0,0,1,10,18,0,2,8,0,0,0,3,0,0,0,3
3050014.03,0014.03,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4620127.02,0127.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4080004.00,0004.00,408,Saguenay,B,24408,24,Quebec / Québec,0,0,0,0,5,7,1,13,9,1,0,0,2,3,0,2,7
5350331.01,0331.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,3,0,0,2,2,0,0,1,1,0,0,2
2050016.00,0016.00,205,Halifax,B,12205,12,Nova Scotia / Nouvelle-Écosse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5350400.14,0400.14,535,Toronto,B,35535,35,Ontario,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0
3050003.03,0003.03,305,Moncton,B,13305,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,9
5370054.00,0054.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,6,2,0,0,0,0,0,0,1,2,0,0,8
8250038.05,0038.05,825,Calgary,B,48825,48,Alberta,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,8
5350136.02,0136.02,535,Toronto,B,35535,35,Ontario,0,0,0,1,16,20,2,1,13,1,0,4,6,5,0,0,1
4620632.03,0632.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,0,2,1,5,0,0,0,2,0,0,0
4620734.04,0734.04,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,1,2,3,0,0,1,3,0,0,1,0,0,0,2
7250013.02,0013.02,725,Saskatoon,B,47725,47,Saskatchewan,1,0,0,1,4,9,5,0,1,1,0,0,0,2,0,0,5
5370219.00,0219.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,1,0,4,0,2,1,0,0,0,0,0,0,5
8250032.00,0032.00,825,Calgary,B,48825,48,Alberta,2,1,0,1,0,0,0,0,0,1,0,0,2,2,0,2,4
4620302.00,0302.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,5,1,0,1,1,0,0,0,0,1,0,0,0
5550008.00,0008.00,555,London,B,35555,35,Ontario,1,0,0,0,2,3,0,0,3,2,0,0,1,0,0,0,8
4620033.00,0033.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
6020039.00,0039.00,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,1,1,0,0,3,3,0,0,1,0,0,1,14
4620687.03,0687.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1
9300031.00,0031.00,930,Chilliwack,K,59930,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5370041.00,0041.00,537,Hamilton,B,35537,35,Ontario,0,0,0,1,2,5,4,0,2,0,0,1,0,2,0,0,0
5350401.06,0401.06,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,3,3,1,0,1,0,0,0,0,0,0,2
8300015.00,0015.00,830,Red Deer,K,48830,48,Alberta,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5410002.06,0002.06,541,Kitchener - Cambridge - Waterloo,B,35541,35,Ontario,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4
5050131.02,0131.02,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,35505,35,Ontario,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
5550004.01,0004.01,555,London,B,35555,35,Ontario,0,0,0,0,3,3,0,3,1,0,0,0,7,1,0,0,0
5370004.01,0004.01,537,Hamilton,B,35537,35,Ontario,0,0,0,1,5,5,0,1,2,0,0,0,3,2,0,0,3
9330018.01,0018.01,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,9,3,4,2,0,1,0,0,1,1,0,0,7
4210040.04,0040.04,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
4620190.02,0190.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,12,4,0,0,4,0,0,0,2,0,0,0,2
5050850.00,0850.00,505,Ottawa - Gatineau (partie du Québec / Quebec part),B,24505,24,Quebec / Québec,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,6
4620857.02,0857.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2
9330260.08,0260.08,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,2
5550050.02,0050.02,555,London,B,35555,35,Ontario,0,0,0,0,0,6,0,7,2,1,2,0,1,0,0,0,5
4620148.00,0148.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,6
6020100.05,0100.05,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,1,2,0,0,1,1,1,0,0,1,0,0,3
8250001.23,0001.23,825,Calgary,B,48825,48,Alberta,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1
4620417.01,0417.01,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,9
5350562.15,0562.15,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4620826.02,0826.02,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,5
3100015.00,0015.00,310,Saint John,B,13310,13,New Brunswick / Nouveau-Brunswick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
4620900.00,0900.00,462,Montréal,B,24462,24,Quebec / Québec,2,0,0,2,4,14,12,7,10,1,0,1,1,4,0,0,1
4620685.03,0685.03,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,5,1,1,1,3,0,0,0,3,0,0,0
4620356.00,0356.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
7050100.04,0100.04,705,Regina,B,47705,47,Saskatchewan,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,2
9330231.00,0231.00,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2
4620086.00,0086.00,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,1,1,0,0,0,2,4,0,0,1,1,0,0,4
5350400.07,0400.07,535,Toronto,B,35535,35,Ontario,0,0,0,0,4,12,6,1,3,1,0,0,1,0,0,0,8
5680004.05,0004.05,568,Barrie,B,35568,35,Ontario,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,3
5350185.01,0185.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,5
8350121.08,0121.08,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6020500.04,0500.04,602,Winnipeg,B,46602,46,Manitoba,0,0,0,0,2,5,0,0,1,1,0,0,2,1,0,0,5
5350621.00,0621.00,535,Toronto,B,35535,35,Ontario,0,0,0,1,2,9,5,1,4,3,0,0,0,4,0,0,6
4620204.00,0204.00,462,Montréal,B,24462,24,Quebec / Québec,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1
9320104.00,0104.00,932,Abbotsford - Mission,B,59932,59,British Columbia / Colombie-Britannique,0,0,0,1,0,2,0,0,3,0,0,0,3,0,0,0,5
5350134.00,0134.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,2,2,1,0,2,0,0,0,5,0,0,7
5350263.04,0263.04,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,1
5350340.00,0340.00,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6
9330056.02,0056.02,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,1,2,9,2,0,8,0,1,0,1,9,0,0,12
5370027.00,0027.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950020.00,0020.00,595,Thunder Bay,B,35595,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5350804.01,0804.01,535,Toronto,B,35535,35,Ontario,0,0,0,0,1,7,0,0,1,0,0,0,1,0,0,0,4
4210845.02,0845.02,421,Québec,B,24421,24,Quebec / Québec,0,0,0,0,2,1,1,0,1,2,1,0,1,1,1,0,1
9330170.08,0170.08,933,Vancouver,B,59933,59,British Columbia / Colombie-Britannique,1,0,0,1,3,0,1,4,8,6,1,0,20,4,0,1,4
8350164.01,0164.01,835,Edmonton,B,48835,48,Alberta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4620395.01,0395.01,462,Montréal,B,24462,24,Quebec / Québec,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1
5350612.05,0612.05,535,Toronto,B,35535,35,Ontario,1,0,0,1,5,7,7,6,3,1,0,0,3,3,0,0,6
5350528.35,0528.35,535,Toronto,B,35535,35,Ontario,2,0,0,10,8,10,5,3,7,5,1,0,9,9,2,4,22
5350562.05,0562.05,535,Toronto,B,35535,35,Ontario,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
5370018.00,0018.00,537,Hamilton,B,35537,35,Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
